mean_CRS,mean_R_final,pct_reduction_vs_classical,pct_diff_vs_ufmb,mean_ldf_active,disc_correction_pct,ampl_correction_pct,n_neutral,n_disc,n_ampl
15.926374999999998,16.150624999999998,58.020339203327055,-12.9815463362069,1.024240909090909,-12.365009716497207,28.337023865676976,58,14,8
21.27375,21.577999999999996,58.33216666747128,16.26077586206895,1.0039205882352942,-9.065668703097177,26.662776518308206,46,25,9
18.056125,18.275624999999998,55.506288858388864,-1.5321928879310382,1.0308322580645162,-9.452296449257144,25.886193339594687,49,20,11
19.252,19.608375,49.09262612691552,5.648572198275863,1.0110966666666665,-14.871210453767727,19.371813633021755,50,16,14
19.906,20.328125,51.07992660108896,9.526535560344836,1.0339500000000001,-14.260709360876513,23.146728268859217,44,19,17
19.989375000000003,20.0935,56.79897229993577,8.262392241379311,1.001390625,-9.21156637114955,23.978629382533132,48,23,9
16.564375,16.505874999999996,53.59461045647356,-11.067483836206913,1.0200774193548385,-15.084297228395966,29.092862145559682,49,19,12
17.267000000000003,17.718375,51.357055349464474,-4.534617456896536,1.0162192307692306,-15.071099867674178,21.086829252444307,54,14,12
19.119125,19.861624999999997,52.044752154912246,7.0130657327586094,1.0674066666666664,-11.246397293552942,24.74105003362932,50,15,15
16.608249999999998,17.461999999999996,50.83533059523685,-5.915948275862084,1.0908304347826085,-10.365759106409287,21.581541580358465,57,9,14
20.745375,20.99725,62.343947902305615,13.131734913793117,0.9907333333333335,-10.594212127607959,21.02955257952729,44,25,11
16.905375,17.45725,64.8879066949257,-5.941540948275864,1.073283783783784,-6.461708021936475,25.4429137860184,43,21,16
16.391,16.405124999999998,53.15882833719391,-11.610317887931037,1.0271629629629628,-13.059676662839596,29.582373299671342,53,17,10
18.2745,18.804750000000002,49.55705922195324,1.3186961206896732,1.102775,-10.669206866959282,25.232012561784806,56,10,14
20.0745,20.5155,54.349894027135726,10.53609913793104,1.0716037037037036,-9.96820266605121,28.499047236783113,53,15,12
21.361124999999998,21.5375,51.72114266500413,16.042564655172427,0.9915029411764706,-11.608824181664048,18.887122571522568,46,22,12
17.625375,17.764125,60.65890990025829,-4.288119612068959,0.9701571428571428,-13.590842536976085,20.183125698097783,45,24,11
17.855,18.148500000000002,58.8484551306216,-2.217133620689637,1.0418846153846153,-10.28137164828442,27.354333603500265,54,16,10
19.618125,20.235000000000003,57.150117527476006,9.024784482758644,1.053658536585366,-11.301299301259784,22.902989495183018,39,21,20
14.254125000000002,14.587125,53.60089381210066,-21.405576508620683,1.0279548387096773,-13.241627723281118,28.163206597302633,49,19,12
17.648374999999998,17.640625,52.9771424763428,-4.953529094827579,1.037990322580645,-15.82987168498075,24.763330565774204,49,16,15
18.467625,18.227250000000005,54.34684600067625,-1.792834051724104,0.9825321428571429,-13.99720211094984,28.89464978173403,52,20,8
17.7225,17.638125000000002,50.93894183463079,-4.966998922413774,1.040586956521739,-11.807389879189731,24.676948320100845,57,13,10
20.76325,20.896,59.63315158334983,12.586206896551735,1.0046710526315792,-14.535361810847752,21.117711864963518,42,22,16
17.6135,17.4775,49.23371299728777,-5.8324353448275845,0.9885387096774194,-11.489365041590112,24.20077057570611,49,22,9
19.059874999999998,19.433875,56.16917624969341,4.70837823275863,1.0772956521739128,-10.560562694810114,27.68260625461575,57,12,11
18.88775,19.65825,53.10000536797467,5.917295258620691,1.0673205882352939,-10.255327517718658,25.831619867845056,46,18,16
20.90975,20.84425,58.836235093150066,12.307381465517244,0.9643090909090909,-11.286634617615242,17.057113310865706,47,24,9
20.947375,20.656625,55.04848690921455,11.296470905172413,0.9940192307692308,-12.96607981101103,22.753168414053906,54,17,9
16.28175,16.165125,58.805653507640265,-12.903421336206891,0.9759729729729731,-10.942544561032648,24.188140166379682,43,28,9
19.102375,18.941125,59.59183564624689,2.053475215517246,1.0269454545454546,-10.408481036935472,28.9284102247115,47,22,11
17.110750000000003,17.506375,50.692170655625745,-5.676858836206898,1.0468464285714283,-7.778118628028775,21.325464027913615,52,16,12
